team_1,team_2,team_1_win_prob,team_2_win_prob
St. John's,Purdue,0.42317491419916453,0.5768250858008355
St. John's,Gonzaga,0.4923637959842294,0.5076362040157706
St. John's,Arkansas,0.49743579799225707,0.502564202007743
St. John's,Wisconsin,0.5586275435632874,0.4413724564367127
St. John's,BYU,0.6580878546642092,0.3419121453357908
St. John's,Miami (FL),0.6853347513212714,0.3146652486787286
St. John's,Villanova,0.703526878483287,0.296473121516713
St. John's,Utah St.,0.6375285281902812,0.36247147180971884
St. John's,Missouri,0.7670984437213513,0.23290155627864875
St. John's,NC State,0.7445725522793455,0.25542744772065457
St. John's,Texas,0.7730639124664169,0.22693608753358302
St. John's,High Point,0.8005015881846119,0.1994984118153881
St. John's,Hawaii,0.8706826941503344,0.12931730584966555
St. John's,Kennesaw St.,0.9162615047388708,0.08373849526112923
St. John's,Queens (N.C.),0.9308120015718264,0.06918799842817352
St. John's,Long Island,0.9409115521816592,0.05908844781834088
Louisville,UCLA,0.5262409331412499,0.4737590668587501
Louisville,Ohio St.,0.5166133759974268,0.4833866240025731
Louisville,TCU,0.6398353718642918,0.36016462813570815
Louisville,UCF,0.7451457840507665,0.25485421594923346
Louisville,South Florida,0.6297004425671173,0.3702995574328827
Louisville,Northern Iowa,0.7203377217799004,0.2796622782200996
Louisville,Cal Baptist,0.794126956304562,0.20587304369543805
Louisville,North Dakota St.,0.8248636575370221,0.17513634246297782
Louisville,Furman,0.9001869312633204,0.09981306873667958
Louisville,Siena,0.9009785334431226,0.09902146655687748
Louisville,Michigan,0.24916965171094102,0.7508303482890589
Louisville,Iowa St.,0.38372415673539845,0.6162758432646015
Louisville,Virginia,0.4282855020645948,0.5717144979354051
Louisville,Alabama,0.4747124539077994,0.5252875460922005
Louisville,Texas Tech,0.5136131262105875,0.4863868737894125
Louisville,Tennessee,0.5242983708768737,0.47570162912312636
Louisville,Kentucky,0.5983752645014698,0.4016247354985301
Louisville,Georgia,0.6067753053037345,0.3932246946962656
Louisville,Saint Louis,0.6381488917173934,0.36185110828260664
Louisville,Santa Clara,0.6031052594047168,0.3968947405952832
Louisville,Miami (Ohio),0.7657051005891294,0.23429489941087056
Louisville,SMU,0.7103898587582801,0.28961014124171996
Louisville,Akron,0.6858757249935928,0.31412427500640716
Louisville,Hofstra,0.7705540868172824,0.22944591318271754
Louisville,Wright St.,0.8444016514438856,0.1555983485561144
Louisville,Tennessee St.,0.8955629171131404,0.10443708288685953
Louisville,Howard,0.9084573258476475,0.09154267415235252
Louisville,UMBC,0.8909202877943402,0.10907971220565991
Louisville,Florida,0.31952996437438175,0.6804700356256183
Louisville,Houston,0.32986737815549944,0.6701326218445005
Louisville,Illinois,0.3877997415795709,0.6122002584204291
Louisville,Nebraska,0.5066794903682863,0.49332050963171364
Louisville,Vanderbilt,0.4403780843326138,0.5596219156673863
Louisville,North Carolina,0.5559487154549538,0.4440512845450462
Louisville,Saint Mary's,0.5152133735937335,0.48478662640626635
Louisville,Clemson,0.6138644289512354,0.38613557104876456
Louisville,Iowa,0.6175654992599279,0.3824345007400722
Louisville,Texas A&M,0.6698373803405641,0.3301626196594359
Louisville,VCU,0.6098281972174563,0.3901718027825437
Louisville,McNeese,0.7008851506580944,0.2991148493419057
Louisville,Troy,0.8622292483089934,0.13777075169100653
