year,round,region,slot,team1,seed1,score1,team2,seed2,score2,winner
2019,R64,Midwest,1,UNC,1,88.0,Iona,16,73.0,UNC
2019,R64,Midwest,2,Utah State,8,61.0,Washington,9,78.0,Washington
2019,R64,Midwest,3,Auburn,5,78.0,New Mexico State,12,77.0,Auburn
2019,R64,Midwest,4,Kansas,4,87.0,Northeastern,13,53.0,Kansas
2019,R64,Midwest,5,Iowa State,6,59.0,Ohio State,11,62.0,Ohio State
2019,R64,Midwest,6,Houston,3,84.0,Georgia State,14,55.0,Houston
2019,R64,Midwest,7,Wofford,7,84.0,Seton Hall,10,68.0,Wofford
2019,R64,Midwest,8,Kentucky,2,79.0,Abilene Christian,15,44.0,Kentucky
2019,R32,Midwest,1,UNC,1,81.0,Washington,9,59.0,UNC
2019,R32,Midwest,2,Auburn,5,89.0,Kansas,4,75.0,Auburn
2019,R32,Midwest,3,Ohio State,11,59.0,Houston,3,74.0,Houston
2019,R32,Midwest,4,Wofford,7,56.0,Kentucky,2,62.0,Kentucky
2019,S16,Midwest,1,UNC,1,80.0,Auburn,5,97.0,Auburn
2019,S16,Midwest,2,Houston,3,58.0,Kentucky,2,62.0,Kentucky
2019,E8,Midwest,1,Auburn,5,77.0,Kentucky,2,71.0,Auburn
2019,R64,South,1,Virginia,1,71.0,Gardner-Webb,16,56.0,Virginia
2019,R64,South,2,Ole Miss,8,72.0,Oklahoma,9,95.0,Oklahoma
2019,R64,South,3,Wisconsin,5,54.0,Oregon,12,72.0,Oregon
2019,R64,South,4,Kansas State,4,64.0,UC Irvine,13,70.0,UC Irvine
2019,R64,South,5,Villanova,6,61.0,Saint Mary's,11,57.0,Villanova
2019,R64,South,6,Purdue,3,61.0,Old Dominion,14,48.0,Purdue
2019,R64,South,7,Cincinnati,7,72.0,Iowa,10,79.0,Iowa
2019,R64,South,8,Tennessee,2,77.0,Colgate,15,70.0,Tennessee
2019,R32,South,1,Virginia,1,63.0,Oklahoma,9,51.0,Virginia
2019,R32,South,2,Oregon,12,73.0,UC Irvine,13,54.0,Oregon
2019,R32,South,3,Villanova,6,61.0,Purdue,3,87.0,Purdue
2019,R32,South,4,Iowa,10,77.0,Tennessee,2,83.0,Tennessee
2019,S16,South,1,Virginia,1,53.0,Oregon,12,49.0,Virginia
2019,S16,South,2,Purdue,3,99.0,Tennessee,2,94.0,Purdue
2019,E8,South,1,Virginia,1,80.0,Purdue,3,75.0,Virginia
2019,R64,West,1,Gonzaga,1,87.0,FDU,16,49.0,Gonzaga
2019,R64,West,2,Syracuse,8,69.0,Baylor,9,78.0,Baylor
2019,R64,West,3,Marquette,5,64.0,Murray State,12,83.0,Murray State
2019,R64,West,4,Florida State,4,76.0,Vermont,13,69.0,Florida State
2019,R64,West,5,Buffalo,6,91.0,Arizona State,11,74.0,Buffalo
2019,R64,West,6,Texas Tech,3,72.0,Northern Kentucky,14,57.0,Texas Tech
2019,R64,West,7,Nevada,7,61.0,Florida,10,70.0,Florida
2019,R64,West,8,Michigan,2,74.0,Montana,15,55.0,Michigan
2019,R32,West,1,Gonzaga,1,83.0,Baylor,9,71.0,Gonzaga
2019,R32,West,2,Murray State,12,62.0,Florida State,4,90.0,Florida State
2019,R32,West,3,Buffalo,6,58.0,Texas Tech,3,78.0,Texas Tech
2019,R32,West,4,Florida,10,49.0,Michigan,2,64.0,Michigan
2019,S16,West,1,Gonzaga,1,72.0,Florida State,4,58.0,Gonzaga
2019,S16,West,2,Texas Tech,3,63.0,Michigan,2,44.0,Texas Tech
2019,E8,West,1,Gonzaga,1,69.0,Texas Tech,3,75.0,Texas Tech
2019,F4,,1,Michigan State,2,51.0,Texas Tech,3,61.0,Texas Tech
2019,F4,,2,Auburn,5,62.0,Virginia,1,63.0,Virginia
2019,NCG,,1,Texas Tech,3,77.0,Virginia,1,85.0,Virginia
2021,R64,East,1,Michigan,1,82.0,Texas Southern,16,66.0,Michigan
2021,R64,East,2,LSU,8,76.0,St. Bonaventure,9,61.0,LSU
2021,R64,East,3,Colorado,5,96.0,Georgetown,12,73.0,Colorado
2021,R64,East,4,Florida State,4,64.0,UNC Greensboro,13,54.0,Florida State
2021,R64,East,5,BYU,6,62.0,UCLA,11,73.0,UCLA
2021,R64,East,6,Texas,3,52.0,Abilene Christian,14,53.0,Abilene Christian
2021,R64,East,7,UConn,7,54.0,Maryland,10,63.0,Maryland
2021,R64,East,8,Alabama,2,68.0,Iona,15,55.0,Alabama
2021,R32,East,1,Michigan,1,86.0,LSU,8,78.0,Michigan
2021,R32,East,2,Colorado,5,53.0,Florida State,4,71.0,Florida State
2021,R32,East,3,UCLA,11,67.0,Abilene Christian,14,47.0,UCLA
2021,R32,East,4,Maryland,10,77.0,Alabama,2,96.0,Alabama
2021,S16,East,1,Michigan,1,76.0,Florida State,4,58.0,Michigan
2021,S16,East,2,UCLA,11,88.0,Alabama,2,78.0,UCLA
2021,E8,East,1,Michigan,1,49.0,UCLA,11,51.0,UCLA
2021,R64,Midwest,1,Illinois,1,78.0,Drexel,16,49.0,Illinois
2021,R64,Midwest,2,Loyola (IL),8,71.0,Georgia Tech,9,60.0,Loyola (IL)
2021,R64,Midwest,3,Tennessee,5,56.0,Oregon State,12,70.0,Oregon State
2021,R64,Midwest,4,Oklahoma State,4,69.0,Liberty,13,60.0,Oklahoma State
2021,R64,Midwest,5,San Diego State,6,62.0,Syracuse,11,78.0,Syracuse
2021,R64,Midwest,6,West Virginia,3,84.0,Morehead State,14,67.0,West Virginia
2021,R64,Midwest,7,Clemson,7,56.0,Rutgers,10,60.0,Rutgers
2021,R64,Midwest,8,Houston,2,87.0,Cleveland State,15,56.0,Houston
2021,R32,Midwest,1,Illinois,1,58.0,Loyola (IL),8,71.0,Loyola (IL)
2021,R32,Midwest,2,Oregon State,12,80.0,Oklahoma State,4,70.0,Oregon State
2021,R32,Midwest,3,Syracuse,11,75.0,West Virginia,3,72.0,Syracuse
2021,R32,Midwest,4,Rutgers,10,60.0,Houston,2,63.0,Houston
2021,S16,Midwest,1,Loyola (IL),8,58.0,Oregon State,12,65.0,Oregon State
2021,S16,Midwest,2,Syracuse,11,46.0,Houston,2,62.0,Houston
2021,E8,Midwest,1,Oregon State,12,61.0,Houston,2,67.0,Houston
2021,R64,South,1,Baylor,1,79.0,Hartford,16,55.0,Baylor
2021,R64,South,2,UNC,8,62.0,Wisconsin,9,85.0,Wisconsin
2021,R64,South,3,Villanova,5,73.0,Winthrop,12,63.0,Villanova
2021,R64,South,4,Purdue,4,69.0,North Texas,13,78.0,North Texas
2021,R64,South,5,Texas Tech,6,65.0,Utah State,11,53.0,Texas Tech
2021,R64,South,6,Arkansas,3,85.0,Colgate,14,68.0,Arkansas
2021,R64,South,7,Florida,7,75.0,Virginia Tech,10,70.0,Florida
2021,R64,South,8,Ohio State,2,72.0,Oral Roberts,15,75.0,Oral Roberts
2021,R32,South,1,Baylor,1,76.0,Wisconsin,9,63.0,Baylor
2021,R32,South,2,Villanova,5,84.0,North Texas,13,61.0,Villanova
2021,R32,South,3,Texas Tech,6,66.0,Arkansas,3,68.0,Arkansas
2021,R32,South,4,Florida,7,78.0,Oral Roberts,15,81.0,Oral Roberts
2021,S16,South,1,Baylor,1,62.0,Villanova,5,51.0,Baylor
2021,S16,South,2,Arkansas,3,72.0,Oral Roberts,15,70.0,Arkansas
2021,E8,South,1,Baylor,1,81.0,Arkansas,3,72.0,Baylor
2021,R64,West,1,Gonzaga,1,98.0,Norfolk State,16,55.0,Gonzaga
2021,R64,West,2,Oklahoma,8,72.0,Missouri,9,68.0,Oklahoma
2021,R64,West,3,Creighton,5,63.0,UC Santa Barbara,12,62.0,Creighton
2021,R64,West,4,Virginia,4,58.0,Ohio,13,62.0,Ohio
2021,R64,West,5,USC,6,72.0,Drake,11,56.0,USC
2021,R64,West,6,Kansas,3,93.0,Eastern Washington,14,84.0,Kansas
2021,R64,West,7,Oregon,7,,VCU,10,,VCU
2021,R64,West,8,Iowa,2,86.0,Grand Canyon,15,74.0,Iowa
2021,R32,West,1,Gonzaga,1,87.0,Oklahoma,8,71.0,Gonzaga
2021,R32,West,2,Creighton,5,72.0,Ohio,13,58.0,Creighton
2021,R32,West,3,USC,6,85.0,Kansas,3,51.0,USC
2021,R32,West,4,Oregon,7,95.0,Iowa,2,80.0,Oregon
2021,S16,West,1,Gonzaga,1,83.0,Creighton,5,65.0,Gonzaga
2021,S16,West,2,USC,6,82.0,Oregon,7,68.0,USC
2021,E8,West,1,Gonzaga,1,85.0,USC,6,66.0,Gonzaga
2021,F4,,1,UCLA,11,90.0,Gonzaga,1,93.0,Gonzaga
2021,F4,,2,Houston,2,59.0,Baylor,1,78.0,Baylor
2021,NCG,,1,Gonzaga,1,70.0,Baylor,1,86.0,Baylor
2022,R64,East,1,Baylor,1,85.0,Norfolk State,16,49.0,Baylor
2022,R64,East,2,UNC,8,95.0,Marquette,9,63.0,UNC
2022,R64,East,3,Saint Mary's,5,82.0,Indiana,12,53.0,Saint Mary's
2022,R64,East,4,UCLA,4,57.0,Akron,13,53.0,UCLA
2022,R64,East,5,Texas,6,81.0,Virginia Tech,11,73.0,Texas
2022,R64,East,6,Purdue,3,78.0,Yale,14,56.0,Purdue
2022,R64,East,7,Murray State,7,92.0,San Francisco,10,87.0,Murray State
2022,R64,East,8,Kentucky,2,79.0,Saint Peter's,15,85.0,Saint Peter's
2022,R32,East,1,Baylor,1,86.0,UNC,8,93.0,UNC
2022,R32,East,2,Saint Mary's,5,56.0,UCLA,4,72.0,UCLA
2022,R32,East,3,Texas,6,71.0,Purdue,3,81.0,Purdue
2022,R32,East,4,Murray State,7,60.0,Saint Peter's,15,70.0,Saint Peter's
2022,S16,East,1,UNC,8,73.0,UCLA,4,66.0,UNC
2022,S16,East,2,Purdue,3,64.0,Saint Peter's,15,67.0,Saint Peter's
2022,E8,East,1,UNC,8,69.0,Saint Peter's,15,49.0,UNC
2022,R64,Midwest,1,Kansas,1,83.0,Texas Southern,16,56.0,Kansas
2022,R64,Midwest,2,San Diego State,8,69.0,Creighton,9,72.0,Creighton
2022,R64,Midwest,3,Iowa,5,63.0,Richmond,12,67.0,Richmond
2022,R64,Midwest,4,Providence,4,66.0,South Dakota State,13,57.0,Providence
2022,R64,Midwest,5,LSU,6,54.0,Iowa State,11,59.0,Iowa State
2022,R64,Midwest,6,Wisconsin,3,67.0,Colgate,14,60.0,Wisconsin
2022,R64,Midwest,7,USC,7,66.0,Miami (FL),10,68.0,Miami (FL)
2022,R64,Midwest,8,Auburn,2,80.0,Jacksonville State,15,61.0,Auburn
2022,R32,Midwest,1,Kansas,1,79.0,Creighton,9,72.0,Kansas
2022,R32,Midwest,2,Richmond,12,51.0,Providence,4,79.0,Providence
2022,R32,Midwest,3,Iowa State,11,54.0,Wisconsin,3,49.0,Iowa State
2022,R32,Midwest,4,Miami (FL),10,79.0,Auburn,2,61.0,Miami (FL)
2022,S16,Midwest,1,Kansas,1,66.0,Providence,4,61.0,Kansas
2022,S16,Midwest,2,Iowa State,11,56.0,Miami (FL),10,70.0,Miami (FL)
2022,E8,Midwest,1,Kansas,1,76.0,Miami (FL),10,50.0,Kansas
2022,R64,South,1,Arizona,1,87.0,Wright State,16,70.0,Arizona
2022,R64,South,2,Seton Hall,8,42.0,TCU,9,69.0,TCU
2022,R64,South,3,Houston,5,82.0,UAB,12,68.0,Houston
2022,R64,South,4,Illinois,4,54.0,Chattanooga,13,53.0,Illinois
2022,R64,South,5,Colorado State,6,63.0,Michigan,11,75.0,Michigan
2022,R64,South,6,Tennessee,3,88.0,Longwood,14,56.0,Tennessee
2022,R64,South,7,Ohio State,7,54.0,Loyola (IL),10,41.0,Ohio State
2022,R64,South,8,Villanova,2,80.0,Delaware,15,60.0,Villanova
2022,R32,South,1,Arizona,1,85.0,TCU,9,80.0,Arizona
2022,R32,South,2,Houston,5,68.0,Illinois,4,53.0,Houston
2022,R32,South,3,Michigan,11,76.0,Tennessee,3,68.0,Michigan
2022,R32,South,4,Ohio State,7,61.0,Villanova,2,71.0,Villanova
2022,S16,South,1,Arizona,1,60.0,Houston,5,72.0,Houston
2022,S16,South,2,Michigan,11,55.0,Villanova,2,63.0,Villanova
2022,E8,South,1,Houston,5,44.0,Villanova,2,50.0,Villanova
2022,R64,West,1,Gonzaga,1,93.0,Georgia State,16,72.0,Gonzaga
2022,R64,West,2,Boise State,8,53.0,Memphis,9,64.0,Memphis
2022,R64,West,3,UConn,5,63.0,New Mexico State,12,70.0,New Mexico State
2022,R64,West,4,Arkansas,4,75.0,Vermont,13,71.0,Arkansas
2022,R64,West,5,Alabama,6,64.0,Notre Dame,11,78.0,Notre Dame
2022,R64,West,6,Texas Tech,3,97.0,Montana State,14,62.0,Texas Tech
2022,R64,West,7,Michigan State,7,74.0,Davidson,10,73.0,Michigan State
2022,R64,West,8,Duke,2,78.0,Cal State Fullerton,15,61.0,Duke
2022,R32,West,1,Gonzaga,1,82.0,Memphis,9,78.0,Gonzaga
2022,R32,West,2,New Mexico State,12,48.0,Arkansas,4,53.0,Arkansas
2022,R32,West,3,Notre Dame,11,53.0,Texas Tech,3,59.0,Texas Tech
2022,R32,West,4,Michigan State,7,76.0,Duke,2,85.0,Duke
2022,S16,West,1,Gonzaga,1,68.0,Arkansas,4,74.0,Arkansas
2022,S16,West,2,Texas Tech,3,73.0,Duke,2,78.0,Duke
2022,E8,West,1,Arkansas,4,69.0,Duke,2,78.0,Duke
2022,F4,,1,UNC,8,81.0,Duke,2,77.0,UNC
2022,F4,,2,Kansas,1,81.0,Villanova,2,65.0,Kansas
2022,NCG,,1,UNC,8,69.0,Kansas,1,72.0,Kansas
2023,R64,East,1,Purdue,1,58.0,FDU,16,63.0,FDU
2023,R64,East,2,Memphis,8,65.0,Florida Atlantic,9,66.0,Florida Atlantic
2023,R64,East,3,Duke,5,74.0,Oral Roberts,12,51.0,Duke
2023,R64,East,4,Tennessee,4,58.0,Louisiana,13,55.0,Tennessee
2023,R64,East,5,Kentucky,6,61.0,Providence,11,53.0,Kentucky
2023,R64,East,6,Kansas State,3,77.0,Montana State,14,65.0,Kansas State
2023,R64,East,7,Michigan State,7,72.0,USC,10,62.0,Michigan State
2023,R64,East,8,Marquette,2,78.0,Vermont,15,61.0,Marquette
2023,R32,East,1,FDU,16,70.0,Florida Atlantic,9,78.0,Florida Atlantic
2023,R32,East,2,Duke,5,52.0,Tennessee,4,65.0,Tennessee
2023,R32,East,3,Kentucky,6,69.0,Kansas State,3,75.0,Kansas State
2023,R32,East,4,Michigan State,7,69.0,Marquette,2,60.0,Michigan State
2023,S16,East,1,Florida Atlantic,9,62.0,Tennessee,4,55.0,Florida Atlantic
2023,S16,East,2,Kansas State,3,98.0,Michigan State,7,93.0,Kansas State
2023,E8,East,1,Florida Atlantic,9,79.0,Kansas State,3,76.0,Florida Atlantic
2023,R64,Midwest,1,Houston,1,63.0,Northern Kentucky,16,52.0,Houston
2023,R64,Midwest,2,Iowa,8,75.0,Auburn,9,83.0,Auburn
2023,R64,Midwest,3,Miami (FL),5,63.0,Drake,12,56.0,Miami (FL)
2023,R64,Midwest,4,Indiana,4,71.0,Kent State,13,60.0,Indiana
2023,R64,Midwest,5,Iowa State,6,41.0,Pitt,11,59.0,Pitt
2023,R64,Midwest,6,Xavier,3,72.0,Kennesaw State,14,67.0,Xavier
2023,R64,Midwest,7,Texas A&M,7,59.0,Penn State,10,76.0,Penn State
2023,R64,Midwest,8,Texas,2,81.0,Colgate,15,61.0,Texas
2023,R32,Midwest,1,Houston,1,81.0,Auburn,9,64.0,Houston
2023,R32,Midwest,2,Miami (FL),5,85.0,Indiana,4,69.0,Miami (FL)
2023,R32,Midwest,3,Pitt,11,73.0,Xavier,3,84.0,Xavier
2023,R32,Midwest,4,Penn State,10,66.0,Texas,2,71.0,Texas
2023,S16,Midwest,1,Houston,1,75.0,Miami (FL),5,89.0,Miami (FL)
2023,S16,Midwest,2,Xavier,3,71.0,Texas,2,83.0,Texas
2023,E8,Midwest,1,Miami (FL),5,88.0,Texas,2,81.0,Miami (FL)
2023,R64,South,1,Alabama,1,96.0,Texas A&M-Corpus Christi,16,75.0,Alabama
2023,R64,South,2,Maryland,8,67.0,West Virginia,9,65.0,Maryland
2023,R64,South,3,San Diego State,5,63.0,College of Charleston,12,57.0,San Diego State
2023,R64,South,4,Virginia,4,67.0,Furman,13,68.0,Furman
2023,R64,South,5,Creighton,6,72.0,NC State,11,63.0,Creighton
2023,R64,South,6,Baylor,3,74.0,UC Santa Barbara,14,56.0,Baylor
2023,R64,South,7,Missouri,7,76.0,Utah State,10,65.0,Missouri
2023,R64,South,8,Arizona,2,55.0,Princeton,15,59.0,Princeton
2023,R32,South,1,Alabama,1,73.0,Maryland,8,51.0,Alabama
2023,R32,South,2,San Diego State,5,75.0,Furman,13,52.0,San Diego State
2023,R32,South,3,Creighton,6,85.0,Baylor,3,76.0,Creighton
2023,R32,South,4,Missouri,7,63.0,Princeton,15,78.0,Princeton
2023,S16,South,1,Alabama,1,64.0,San Diego State,5,71.0,San Diego State
2023,S16,South,2,Creighton,6,86.0,Princeton,15,75.0,Creighton
2023,E8,South,1,San Diego State,5,57.0,Creighton,6,56.0,San Diego State
2023,R64,West,1,Kansas,1,96.0,Howard,16,68.0,Kansas
2023,R64,West,2,Arkansas,8,73.0,Illinois,9,63.0,Arkansas
2023,R64,West,3,Saint Mary's,5,63.0,VCU,12,51.0,Saint Mary's
2023,R64,West,4,UConn,4,87.0,Iona,13,63.0,UConn
2023,R64,West,5,TCU,6,72.0,Arizona State,11,70.0,TCU
2023,R64,West,6,Gonzaga,3,82.0,Grand Canyon,14,70.0,Gonzaga
2023,R64,West,7,Northwestern,7,75.0,Boise State,10,67.0,Northwestern
2023,R64,West,8,UCLA,2,86.0,UNC Asheville,15,53.0,UCLA
2023,R32,West,1,Kansas,1,71.0,Arkansas,8,72.0,Arkansas
2023,R32,West,2,Saint Mary's,5,55.0,UConn,4,70.0,UConn
2023,R32,West,3,TCU,6,81.0,Gonzaga,3,84.0,Gonzaga
2023,R32,West,4,Northwestern,7,63.0,UCLA,2,68.0,UCLA
2023,S16,West,1,Arkansas,8,65.0,UConn,4,88.0,UConn
2023,S16,West,2,Gonzaga,3,79.0,UCLA,2,76.0,Gonzaga
2023,E8,West,1,UConn,4,82.0,Gonzaga,3,54.0,UConn
2023,F4,,1,Florida Atlantic,9,71.0,San Diego State,5,72.0,San Diego State
2023,F4,,2,Miami (FL),5,59.0,UConn,4,72.0,UConn
2023,NCG,,1,San Diego State,5,59.0,UConn,4,76.0,UConn
2024,R64,East,1,UConn,1,91.0,Stetson,16,52.0,UConn
2024,R64,East,2,Florida Atlantic,8,65.0,Northwestern,9,77.0,Northwestern
2024,R64,East,3,San Diego State,5,69.0,UAB,12,65.0,San Diego State
2024,R64,East,4,Auburn,4,76.0,Yale,13,78.0,Yale
2024,R64,East,5,BYU,6,67.0,Duquesne,11,71.0,Duquesne
2024,R64,East,6,Illinois,3,85.0,Morehead State,14,69.0,Illinois
2024,R64,East,7,Washington State,7,66.0,Drake,10,61.0,Washington State
2024,R64,East,8,Iowa State,2,82.0,South Dakota State,15,65.0,Iowa State
2024,R32,East,1,UConn,1,75.0,Northwestern,9,58.0,UConn
2024,R32,East,2,San Diego State,5,85.0,Yale,13,57.0,San Diego State
2024,R32,East,3,Duquesne,11,63.0,Illinois,3,89.0,Illinois
2024,R32,East,4,Washington State,7,56.0,Iowa State,2,67.0,Iowa State
2024,S16,East,1,UConn,1,82.0,San Diego State,5,52.0,UConn
2024,S16,East,2,Illinois,3,72.0,Iowa State,2,69.0,Illinois
2024,E8,East,1,UConn,1,77.0,Illinois,3,52.0,UConn
2024,R64,Midwest,1,Purdue,1,78.0,Grambling,16,50.0,Purdue
2024,R64,Midwest,2,Utah State,8,88.0,TCU,9,72.0,Utah State
2024,R64,Midwest,3,Gonzaga,5,86.0,McNeese,12,65.0,Gonzaga
2024,R64,Midwest,4,Kansas,4,93.0,Samford,13,89.0,Kansas
2024,R64,Midwest,5,South Carolina,6,73.0,Oregon,11,87.0,Oregon
2024,R64,Midwest,6,Creighton,3,77.0,Akron,14,60.0,Creighton
2024,R64,Midwest,7,Texas,7,56.0,Colorado State,10,44.0,Texas
2024,R64,Midwest,8,Tennessee,2,83.0,Saint Peter's,15,49.0,Tennessee
2024,R32,Midwest,1,Purdue,1,106.0,Utah State,8,67.0,Purdue
2024,R32,Midwest,2,Gonzaga,5,89.0,Kansas,4,68.0,Gonzaga
2024,R32,Midwest,3,Oregon,11,73.0,Creighton,3,86.0,Creighton
2024,R32,Midwest,4,Texas,7,58.0,Tennessee,2,62.0,Tennessee
2024,S16,Midwest,1,Purdue,1,80.0,Gonzaga,5,68.0,Purdue
2024,S16,Midwest,2,Creighton,3,75.0,Tennessee,2,82.0,Tennessee
2024,E8,Midwest,1,Purdue,1,72.0,Tennessee,2,66.0,Purdue
2024,R64,South,1,Houston,1,86.0,Longwood,16,46.0,Houston
2024,R64,South,2,Nebraska,8,83.0,Texas A&M,9,98.0,Texas A&M
2024,R64,South,3,Wisconsin,5,61.0,James Madison,12,72.0,James Madison
2024,R64,South,4,Duke,4,64.0,Vermont,13,47.0,Duke
2024,R64,South,5,Texas Tech,6,67.0,NC State,11,80.0,NC State
2024,R64,South,6,Kentucky,3,76.0,Oakland,14,80.0,Oakland
2024,R64,South,7,Florida,7,100.0,Colorado,10,102.0,Colorado
2024,R64,South,8,Marquette,2,87.0,Western Kentucky,15,69.0,Marquette
2024,R32,South,1,Houston,1,100.0,Texas A&M,9,95.0,Houston
2024,R32,South,2,James Madison,12,55.0,Duke,4,93.0,Duke
2024,R32,South,3,NC State,11,79.0,Oakland,14,73.0,NC State
2024,R32,South,4,Colorado,10,77.0,Marquette,2,81.0,Marquette
2024,S16,South,1,Houston,1,51.0,Duke,4,54.0,Duke
2024,S16,South,2,NC State,11,67.0,Marquette,2,58.0,NC State
2024,E8,South,1,Duke,4,64.0,NC State,11,76.0,NC State
2024,R64,West,1,UNC,1,90.0,Wagner,16,62.0,UNC
2024,R64,West,2,Mississippi State,8,51.0,Michigan State,9,69.0,Michigan State
2024,R64,West,3,Saint Mary's,5,66.0,Grand Canyon,12,75.0,Grand Canyon
2024,R64,West,4,Alabama,4,109.0,College of Charleston,13,96.0,Alabama
2024,R64,West,5,Clemson,6,77.0,New Mexico,11,56.0,Clemson
2024,R64,West,6,Baylor,3,92.0,Colgate,14,67.0,Baylor
2024,R64,West,7,Dayton,7,63.0,Nevada,10,60.0,Dayton
2024,R64,West,8,Arizona,2,85.0,Long Beach State,15,65.0,Arizona
2024,R32,West,1,UNC,1,85.0,Michigan State,9,69.0,UNC
2024,R32,West,2,Grand Canyon,12,61.0,Alabama,4,72.0,Alabama
2024,R32,West,3,Clemson,6,72.0,Baylor,3,64.0,Clemson
2024,R32,West,4,Dayton,7,68.0,Arizona,2,78.0,Arizona
2024,S16,West,1,UNC,1,87.0,Alabama,4,89.0,Alabama
2024,S16,West,2,Clemson,6,77.0,Arizona,2,72.0,Clemson
2024,E8,West,1,Alabama,4,89.0,Clemson,6,82.0,Alabama
2024,F4,,1,UConn,1,86.0,Alabama,4,72.0,UConn
2024,F4,,2,Purdue,1,63.0,NC State,11,50.0,Purdue
2024,NCG,,1,UConn,1,75.0,Purdue,1,60.0,UConn
2025,R64,East,1,Duke,1,93.0,Mount St. Mary's,16,49.0,Duke
2025,R64,East,2,Mississippi State,8,72.0,Baylor,9,75.0,Baylor
2025,R64,East,3,Oregon,5,81.0,Liberty,12,52.0,Oregon
2025,R64,East,4,Arizona,4,93.0,Akron,13,65.0,Arizona
2025,R64,East,5,BYU,6,80.0,VCU,11,71.0,BYU
2025,R64,East,6,Wisconsin,3,85.0,Montana,14,66.0,Wisconsin
2025,R64,East,7,Saint Mary's,7,59.0,Vanderbilt,10,56.0,Saint Mary's
2025,R64,East,8,Alabama,2,90.0,Robert Morris,15,81.0,Alabama
2025,R32,East,1,Duke,1,89.0,Baylor,9,66.0,Duke
2025,R32,East,2,Oregon,5,83.0,Arizona,4,87.0,Arizona
2025,R32,East,3,BYU,6,91.0,Wisconsin,3,89.0,BYU
2025,R32,East,4,Saint Mary's,7,66.0,Alabama,2,80.0,Alabama
2025,S16,East,1,Duke,1,100.0,Arizona,4,93.0,Duke
2025,S16,East,2,BYU,6,88.0,Alabama,2,113.0,Alabama
2025,E8,East,1,Duke,1,85.0,Alabama,2,65.0,Duke
2025,R64,Midwest,1,Houston,1,78.0,SIU-Edwardsville,16,40.0,Houston
2025,R64,Midwest,2,Gonzaga,8,89.0,Georgia,9,68.0,Gonzaga
2025,R64,Midwest,3,Clemson,5,67.0,McNeese,12,69.0,McNeese
2025,R64,Midwest,4,Purdue,4,75.0,High Point,13,63.0,Purdue
2025,R64,Midwest,5,Illinois,6,86.0,Xavier,11,73.0,Illinois
2025,R64,Midwest,6,Kentucky,3,76.0,Troy,14,57.0,Kentucky
2025,R64,Midwest,7,UCLA,7,72.0,Utah State,10,47.0,UCLA
2025,R64,Midwest,8,Tennessee,2,77.0,Wofford,15,62.0,Tennessee
2025,R32,Midwest,1,Houston,1,81.0,Gonzaga,8,76.0,Houston
2025,R32,Midwest,2,McNeese,12,62.0,Purdue,4,76.0,Purdue
2025,R32,Midwest,3,Illinois,6,75.0,Kentucky,3,84.0,Kentucky
2025,R32,Midwest,4,UCLA,7,58.0,Tennessee,2,67.0,Tennessee
2025,S16,Midwest,1,Houston,1,62.0,Purdue,4,60.0,Houston
2025,S16,Midwest,2,Kentucky,3,65.0,Tennessee,2,78.0,Tennessee
2025,E8,Midwest,1,Houston,1,69.0,Tennessee,2,50.0,Houston
2025,R64,South,1,Auburn,1,83.0,Alabama State,16,63.0,Auburn
2025,R64,South,2,Louisville,8,75.0,Creighton,9,89.0,Creighton
2025,R64,South,3,Michigan,5,68.0,UC San Diego,12,65.0,Michigan
2025,R64,South,4,Texas A&M,4,80.0,Yale,13,71.0,Texas A&M
2025,R64,South,5,Ole Miss,6,71.0,UNC,11,64.0,Ole Miss
2025,R64,South,6,Iowa State,3,82.0,Lipscomb,14,55.0,Iowa State
2025,R64,South,7,Marquette,7,66.0,New Mexico,10,75.0,New Mexico
2025,R64,South,8,Michigan State,2,87.0,Bryant,15,62.0,Michigan State
2025,R32,South,1,Auburn,1,82.0,Creighton,9,70.0,Auburn
2025,R32,South,2,Michigan,5,91.0,Texas A&M,4,79.0,Michigan
2025,R32,South,3,Ole Miss,6,91.0,Iowa State,3,78.0,Ole Miss
2025,R32,South,4,New Mexico,10,63.0,Michigan State,2,71.0,Michigan State
2025,S16,South,1,Auburn,1,78.0,Michigan,5,65.0,Auburn
2025,S16,South,2,Ole Miss,6,70.0,Michigan State,2,73.0,Michigan State
2025,E8,South,1,Auburn,1,70.0,Michigan State,2,64.0,Auburn
2025,R64,West,1,Florida,1,95.0,Norfolk State,16,69.0,Florida
2025,R64,West,2,UConn,8,67.0,Oklahoma,9,59.0,UConn
2025,R64,West,3,Memphis,5,70.0,Colorado State,12,78.0,Colorado State
2025,R64,West,4,Maryland,4,81.0,Grand Canyon,13,49.0,Maryland
2025,R64,West,5,Missouri,6,57.0,Drake,11,67.0,Drake
2025,R64,West,6,Texas Tech,3,82.0,UNC Wilmington,14,72.0,Texas Tech
2025,R64,West,7,Kansas,7,72.0,Arkansas,10,79.0,Arkansas
2025,R64,West,8,St. John's (NY),2,83.0,Omaha,15,53.0,St. John's (NY)
2025,R32,West,1,Florida,1,77.0,UConn,8,75.0,Florida
2025,R32,West,2,Colorado State,12,71.0,Maryland,4,72.0,Maryland
2025,R32,West,3,Drake,11,64.0,Texas Tech,3,77.0,Texas Tech
