year,round,team1,team2,winner,seed_diff,srs_diff,sos_diff,win_pct_diff,points_margin_diff,label
2018,S16,Syracuse,Duke,Duke,9.0,-11.54,0.3200000000000003,-0.16200000000000003,-439.0,0.0
2018,S16,Duke,Syracuse,Duke,-9.0,11.54,-0.3200000000000003,0.16200000000000003,439.0,1.0
2018,E8,Kansas,Duke,Kansas,-1.0,-3.039999999999999,2.1800000000000015,0.01100000000000001,-174.0,1.0
2018,E8,Duke,Kansas,Kansas,1.0,3.039999999999999,-2.1800000000000015,-0.01100000000000001,174.0,0.0
2018,R64,Virginia,UMBC,UMBC,-15.0,24.22,12.89,0.21800000000000008,283.0,0.0
2018,R64,UMBC,Virginia,UMBC,15.0,-24.22,-12.89,-0.21800000000000008,-283.0,1.0
2018,R64,Creighton,Kansas State,Kansas State,-1.0,3.5000000000000018,-0.6400000000000006,-0.040000000000000036,160.0,0.0
2018,R64,Kansas State,Creighton,Kansas State,1.0,-3.5000000000000018,0.6400000000000006,0.040000000000000036,-160.0,1.0
2018,R64,Kentucky,Davidson,Kentucky,-7.0,6.219999999999999,8.16,0.06699999999999995,-38.0,1.0
2018,R64,Davidson,Kentucky,Kentucky,7.0,-6.219999999999999,-8.16,-0.06699999999999995,38.0,0.0
2018,R64,Arizona,Buffalo,Buffalo,-9.0,7.68,6.59,0.02100000000000002,4.0,0.0
2018,R64,Buffalo,Arizona,Buffalo,9.0,-7.68,-6.59,-0.02100000000000002,-4.0,1.0
2018,R64,Miami (FL),Loyola (IL),Loyola (IL),-5.0,2.460000000000001,5.16,-0.15400000000000003,-156.0,0.0
2018,R64,Loyola (IL),Miami (FL),Loyola (IL),5.0,-2.460000000000001,-5.16,0.15400000000000003,156.0,1.0
2018,R64,Tennessee,Wright State,Tennessee,-11.0,17.62,13.76,0.029000000000000026,90.0,1.0
2018,R64,Wright State,Tennessee,Tennessee,11.0,-17.62,-13.76,-0.029000000000000026,-90.0,0.0
2018,R64,Nevada,Texas,Nevada,-3.0,0.47999999999999865,-5.74,0.22499999999999998,240.0,1.0
2018,R64,Texas,Nevada,Nevada,3.0,-0.47999999999999865,5.74,-0.22499999999999998,-240.0,0.0
2018,R64,Cincinnati,Georgia State,Cincinnati,-13.0,17.03,6.31,0.17499999999999993,344.0,1.0
2018,R64,Georgia State,Cincinnati,Cincinnati,13.0,-17.03,-6.31,-0.17499999999999993,-344.0,0.0
2018,R32,UMBC,Kansas State,Kansas State,7.0,-14.87,-12.58,0.017999999999999905,12.0,0.0
2018,R32,Kansas State,UMBC,Kansas State,-7.0,14.87,12.58,-0.017999999999999905,-12.0,1.0
2018,R32,Kentucky,Buffalo,Kentucky,-8.0,9.249999999999998,10.48,-0.04700000000000004,-64.0,1.0
2018,R32,Buffalo,Kentucky,Kentucky,8.0,-9.249999999999998,-10.48,0.04700000000000004,64.0,0.0
2018,R32,Loyola (IL),Tennessee,Loyola (IL),8.0,-7.83,-8.319999999999999,0.09899999999999998,61.0,1.0
2018,R32,Tennessee,Loyola (IL),Loyola (IL),-8.0,7.83,8.319999999999999,-0.09899999999999998,-61.0,0.0
2018,R32,Nevada,Cincinnati,Nevada,5.0,-5.8100000000000005,1.4,-0.07699999999999996,-250.0,1.0
2018,R32,Cincinnati,Nevada,Nevada,-5.0,5.8100000000000005,-1.4,0.07699999999999996,250.0,0.0
2018,S16,Kansas State,Kentucky,Kansas State,4.0,-4.389999999999999,-1.9900000000000002,-0.026999999999999913,-89.0,1.0
2018,S16,Kentucky,Kansas State,Kansas State,-4.0,4.389999999999999,1.9900000000000002,0.026999999999999913,89.0,0.0
2018,S16,Loyola (IL),Nevada,Loyola (IL),4.0,-4.07,-3.13,0.05799999999999994,-8.0,1.0
2018,S16,Nevada,Loyola (IL),Loyola (IL),-4.0,4.07,3.13,-0.05799999999999994,8.0,0.0
2018,E8,Kansas State,Loyola (IL),Loyola (IL),-2.0,2.4800000000000004,6.94,-0.16599999999999993,-192.0,0.0
2018,E8,Loyola (IL),Kansas State,Loyola (IL),2.0,-2.4800000000000004,-6.94,0.16599999999999993,192.0,1.0
2018,R64,Xavier,Texas Southern,Xavier,-15.0,26.59,14.96,0.38499999999999995,409.0,1.0
2018,R64,Texas Southern,Xavier,Xavier,15.0,-26.59,-14.96,-0.38499999999999995,-409.0,0.0
2018,R64,Missouri,Florida State,Florida State,-1.0,-1.9699999999999989,0.6899999999999995,-0.051000000000000045,-102.0,0.0
2018,R64,Florida State,Missouri,Florida State,1.0,1.9699999999999989,-0.6899999999999995,0.051000000000000045,102.0,1.0
2018,R64,Ohio State,South Dakota State,Ohio State,-7.0,10.830000000000002,9.4,-0.06500000000000006,-65.0,1.0
2018,R64,South Dakota State,Ohio State,Ohio State,7.0,-10.830000000000002,-9.4,0.06500000000000006,65.0,0.0
2018,R64,Gonzaga,UNC Greensboro,Gonzaga,-9.0,13.900000000000002,6.470000000000001,0.09399999999999997,213.0,1.0
2018,R64,UNC Greensboro,Gonzaga,Gonzaga,9.0,-13.900000000000002,-6.470000000000001,-0.09399999999999997,-213.0,0.0
2018,R64,Houston,San Diego State,Houston,-5.0,3.76,0.25,0.10399999999999998,109.0,1.0
2018,R64,San Diego State,Houston,Houston,5.0,-3.76,-0.25,-0.10399999999999998,-109.0,0.0
2018,R64,Michigan,Montana,Michigan,-11.0,12.740000000000002,11.65,0.040000000000000036,127.0,1.0
2018,R64,Montana,Michigan,Michigan,11.0,-12.740000000000002,-11.65,-0.040000000000000036,-127.0,0.0
2018,R64,Texas A&M,Providence,Texas A&M,-3.0,4.1800000000000015,0.3899999999999988,0.029000000000000026,133.0,1.0
2018,R64,Providence,Texas A&M,Texas A&M,3.0,-4.1800000000000015,-0.3899999999999988,-0.029000000000000026,-133.0,0.0
2018,R64,UNC,Lipscomb,UNC,-13.0,-1.8199999999999998,0.21999999999999975,-0.07899999999999996,-86.0,1.0
2018,R64,Lipscomb,UNC,UNC,13.0,1.8199999999999998,-0.21999999999999975,0.07899999999999996,86.0,0.0
2018,R32,Xavier,Florida State,Florida State,-8.0,3.2799999999999994,0.9299999999999997,0.17199999999999993,82.0,0.0
2018,R32,Florida State,Xavier,Florida State,8.0,-3.2799999999999994,-0.9299999999999997,-0.17199999999999993,-82.0,1.0
2018,R32,Ohio State,Gonzaga,Gonzaga,1.0,-0.7699999999999996,6.42,-0.13,-292.0,0.0
2018,R32,Gonzaga,Ohio State,Gonzaga,-1.0,0.7699999999999996,-6.42,0.13,292.0,1.0
2018,R32,Houston,Michigan,Michigan,3.0,-3.040000000000001,-5.25,-0.03400000000000003,-9.0,0.0
2018,R32,Michigan,Houston,Michigan,-3.0,3.040000000000001,5.25,0.03400000000000003,9.0,1.0
2018,R32,Texas A&M,UNC,Texas A&M,5.0,19.22,14.2,0.01100000000000001,106.0,1.0
2018,R32,UNC,Texas A&M,Texas A&M,-5.0,-19.22,-14.2,-0.01100000000000001,-106.0,0.0
2018,S16,Florida State,Gonzaga,Florida State,5.0,-2.660000000000002,5.9,-0.20799999999999996,-331.0,1.0
2018,S16,Gonzaga,Florida State,Florida State,-5.0,2.660000000000002,-5.9,0.20799999999999996,331.0,0.0
2018,S16,Michigan,Texas A&M,Michigan,-4.0,3.7300000000000004,-1.209999999999999,0.17600000000000005,259.0,1.0
2018,S16,Texas A&M,Michigan,Michigan,4.0,-3.7300000000000004,1.209999999999999,-0.17600000000000005,-259.0,0.0
2018,E8,Florida State,Michigan,Michigan,6.0,-3.2500000000000018,-0.9100000000000001,-0.14800000000000002,-168.0,0.0
2018,E8,Michigan,Florida State,Michigan,-6.0,3.2500000000000018,0.9100000000000001,0.14800000000000002,168.0,1.0
2018,F4,Villanova,Kansas,Villanova,0.0,5.25,-1.6400000000000006,0.10499999999999998,285.0,1.0
2018,F4,Kansas,Villanova,Villanova,-0.0,-5.25,1.6400000000000006,-0.10499999999999998,-285.0,0.0
2018,F4,Loyola (IL),Michigan,Michigan,8.0,-8.660000000000002,-7.61,0.03699999999999992,-79.0,0.0
2018,F4,Michigan,Loyola (IL),Michigan,-8.0,8.660000000000002,7.61,-0.03699999999999992,79.0,1.0
2018,NCG,Villanova,Michigan,Villanova,-2.0,7.609999999999999,0.8300000000000001,0.09499999999999997,233.0,1.0
2018,NCG,Michigan,Villanova,Villanova,2.0,-7.609999999999999,-0.8300000000000001,-0.09499999999999997,-233.0,0.0
2019,R64,Duke,North Dakota State,Duke,-15.0,30.909999999999997,14.05,0.29899999999999993,552.0,1.0
2019,R64,North Dakota State,Duke,Duke,15.0,-30.909999999999997,-14.05,-0.29899999999999993,-552.0,0.0
2019,R64,VCU,UCF,UCF,-1.0,-1.4099999999999984,-2.71,0.031000000000000028,43.0,0.0
2019,R64,UCF,VCU,UCF,1.0,1.4099999999999984,2.71,-0.031000000000000028,-43.0,1.0
2019,R64,Mississippi State,Liberty,Liberty,-7.0,10.690000000000001,12.95,-0.13,-211.0,0.0
2019,R64,Liberty,Mississippi State,Liberty,7.0,-10.690000000000001,-12.95,0.13,211.0,1.0
2019,R64,Virginia Tech,Saint Louis,Virginia Tech,-9.0,14.220000000000002,5.5600000000000005,0.10399999999999998,300.0,1.0
2019,R64,Saint Louis,Virginia Tech,Virginia Tech,9.0,-14.220000000000002,-5.5600000000000005,-0.10399999999999998,-300.0,0.0
2019,R64,Maryland,Belmont,Maryland,-5.0,6.890000000000002,12.69,-0.1419999999999999,-228.0,1.0
2019,R64,Belmont,Maryland,Maryland,5.0,-6.890000000000002,-12.69,0.1419999999999999,228.0,0.0
2019,R64,LSU,Yale,LSU,-11.0,10.98,10.4,0.06700000000000006,32.0,1.0
2019,R64,Yale,LSU,LSU,11.0,-10.98,-10.4,-0.06700000000000006,-32.0,0.0
2019,R64,Louisville,Minnesota,Minnesota,-3.0,4.760000000000002,-0.23000000000000043,-0.02300000000000002,167.0,0.0
2019,R64,Minnesota,Louisville,Minnesota,3.0,-4.760000000000002,0.23000000000000043,0.02300000000000002,-167.0,1.0
2019,R64,Michigan State,Bradley,Michigan State,-13.0,25.009999999999998,13.24,0.25,447.0,1.0
2019,R64,Bradley,Michigan State,Michigan State,13.0,-25.009999999999998,-13.24,-0.25,-447.0,0.0
2019,R32,Duke,UCF,Duke,-8.0,13.53,6.4,0.11499999999999999,310.0,1.0
2019,R32,UCF,Duke,Duke,8.0,-13.53,-6.4,-0.11499999999999999,-310.0,0.0
2019,R32,Liberty,Virginia Tech,Virginia Tech,8.0,-14.010000000000002,-11.67,0.06300000000000006,43.0,0.0
2019,R32,Virginia Tech,Liberty,Virginia Tech,-8.0,14.010000000000002,11.67,-0.06300000000000006,-43.0,1.0
2019,R32,Maryland,LSU,LSU,3.0,-0.48999999999999844,0.9299999999999997,-0.124,-56.0,0.0
2019,R32,LSU,Maryland,LSU,-3.0,0.48999999999999844,-0.9299999999999997,0.124,56.0,1.0
2019,R32,Minnesota,Michigan State,Michigan State,8.0,-12.41,-1.0700000000000003,-0.20999999999999996,-446.0,0.0
2019,R32,Michigan State,Minnesota,Michigan State,-8.0,12.41,1.0700000000000003,0.20999999999999996,446.0,1.0
2019,S16,Duke,Virginia Tech,Duke,-3.0,7.619999999999997,4.19,0.09899999999999998,165.0,1.0
2019,S16,Virginia Tech,Duke,Duke,3.0,-7.619999999999997,-4.19,-0.09899999999999998,-165.0,0.0
2019,S16,LSU,Michigan State,Michigan State,1.0,-8.43,-3.1799999999999997,-0.020999999999999908,-234.0,0.0
2019,S16,Michigan State,LSU,Michigan State,-1.0,8.43,3.1799999999999997,0.020999999999999908,234.0,1.0
2019,E8,Duke,Michigan State,Michigan State,-1.0,1.9699999999999989,-0.35999999999999943,0.02100000000000002,76.0,0.0
2019,E8,Michigan State,Duke,Michigan State,1.0,-1.9699999999999989,0.35999999999999943,-0.02100000000000002,-76.0,1.0
2019,R64,UNC,Iona,UNC,-15.0,-15.029999999999998,3.15,-0.386,-480.0,1.0
2019,R64,Iona,UNC,UNC,15.0,15.029999999999998,-3.15,0.386,480.0,0.0
2019,R64,Utah State,Washington,Washington,-1.0,-0.02999999999999936,-6.12,0.050000000000000044,224.0,0.0
2019,R64,Washington,Utah State,Washington,1.0,0.02999999999999936,6.12,-0.050000000000000044,-224.0,1.0
2019,R64,Auburn,New Mexico State,Auburn,-7.0,10.79,13.3,-0.10699999999999998,-37.0,1.0
2019,R64,New Mexico State,Auburn,Auburn,7.0,-10.79,-13.3,0.10699999999999998,37.0,0.0
2019,R64,Kansas,Northeastern,Kansas,-9.0,14.400000000000002,13.489999999999998,0.04599999999999993,42.0,1.0
2019,R64,Northeastern,Kansas,Kansas,9.0,-14.400000000000002,-13.489999999999998,-0.04599999999999993,-42.0,0.0
2019,R64,Iowa State,Ohio State,Ohio State,-5.0,4.18,-1.6999999999999993,0.08600000000000008,206.0,0.0
2019,R64,Ohio State,Iowa State,Ohio State,5.0,-4.18,1.6999999999999993,-0.08600000000000008,-206.0,1.0
2019,R64,Houston,Georgia State,Houston,-11.0,16.47,3.9600000000000004,0.18600000000000005,422.0,1.0
2019,R64,Georgia State,Houston,Houston,11.0,-16.47,-3.9600000000000004,-0.18600000000000005,-422.0,0.0
2019,R64,Wofford,Seton Hall,Wofford,-3.0,3.67,-7.54,0.269,519.0,1.0
2019,R64,Seton Hall,Wofford,Wofford,3.0,-3.67,7.54,-0.269,-519.0,0.0
2019,R64,Kentucky,Abilene Christian,Kentucky,-13.0,23.34,17.63,0.017000000000000015,71.0,1.0
2019,R64,Abilene Christian,Kentucky,Kentucky,13.0,-23.34,-17.63,-0.017000000000000015,-71.0,0.0
2019,R32,UNC,Washington,UNC,-8.0,-31.82,-9.36,-0.621,-636.0,1.0
2019,R32,Washington,UNC,UNC,8.0,31.82,9.36,0.621,636.0,0.0
2019,R32,Auburn,Kansas,Auburn,1.0,2.4899999999999984,-1.8699999999999992,0.028000000000000025,238.0,1.0
2019,R32,Kansas,Auburn,Auburn,-1.0,-2.4899999999999984,1.8699999999999992,-0.028000000000000025,-238.0,0.0
2019,R32,Ohio State,Houston,Houston,8.0,-5.02,6.39,-0.32100000000000006,-428.0,0.0
2019,R32,Houston,Ohio State,Houston,-8.0,5.02,-6.39,0.32100000000000006,428.0,1.0
2019,R32,Wofford,Kentucky,Kentucky,5.0,-7.51,-9.489999999999998,0.04599999999999993,172.0,0.0
2019,R32,Kentucky,Wofford,Kentucky,-5.0,7.51,9.489999999999998,-0.04599999999999993,-172.0,1.0
2019,S16,UNC,Auburn,Auburn,-4.0,-40.65,-13.27,-0.621,-894.0,0.0
2019,S16,Auburn,UNC,Auburn,4.0,40.65,13.27,0.621,894.0,1.0
2019,S16,Houston,Kentucky,Kentucky,1.0,-2.5199999999999996,-5.679999999999999,0.08099999999999996,117.0,0.0
2019,S16,Kentucky,Houston,Kentucky,-1.0,2.5199999999999996,5.679999999999999,-0.08099999999999996,-117.0,1.0
2019,E8,Auburn,Kentucky,Auburn,3.0,-0.5899999999999999,0.6300000000000008,-0.061000000000000054,26.0,1.0
2019,E8,Kentucky,Auburn,Auburn,-3.0,0.5899999999999999,-0.6300000000000008,0.061000000000000054,-26.0,0.0
2019,R64,Virginia,Gardner-Webb,Virginia,-15.0,28.07,14.58,0.264,332.0,1.0
2019,R64,Gardner-Webb,Virginia,Virginia,15.0,-28.07,-14.58,-0.264,-332.0,0.0
2019,R64,Ole Miss,Oklahoma,Oklahoma,-1.0,-2.9800000000000004,-4.08,0.018000000000000016,33.0,0.0
2019,R64,Oklahoma,Ole Miss,Oklahoma,1.0,2.9800000000000004,4.08,-0.018000000000000016,-33.0,1.0
2019,R64,Wisconsin,Oregon,Oregon,-7.0,3.9499999999999993,4.88,0.018000000000000016,-63.0,0.0
2019,R64,Oregon,Wisconsin,Oregon,7.0,-3.9499999999999993,-4.88,-0.018000000000000016,63.0,1.0
2019,R64,Kansas State,UC Irvine,UC Irvine,-9.0,9.690000000000001,11.48,-0.10299999999999998,-111.0,0.0
2019,R64,UC Irvine,Kansas State,UC Irvine,9.0,-9.690000000000001,-11.48,0.10299999999999998,111.0,1.0
2019,R64,Villanova,Saint Mary's,Villanova,-5.0,1.75,3.5699999999999994,0.07499999999999996,-49.0,1.0
2019,R64,Saint Mary's,Villanova,Villanova,5.0,-1.75,-3.5699999999999994,-0.07499999999999996,49.0,0.0
2019,R64,Purdue,Old Dominion,Purdue,-11.0,17.659999999999997,13.17,-0.02100000000000002,171.0,1.0
2019,R64,Old Dominion,Purdue,Purdue,11.0,-17.659999999999997,-13.17,0.02100000000000002,-171.0,0.0
2019,R64,Cincinnati,Iowa,Iowa,-3.0,0.2599999999999998,-4.34,0.14300000000000002,161.0,0.0
2019,R64,Iowa,Cincinnati,Iowa,3.0,-0.2599999999999998,4.34,-0.14300000000000002,-161.0,1.0
2019,R64,Tennessee,Colgate,Tennessee,-13.0,20.32,13.99,0.1519999999999999,265.0,1.0
2019,R64,Colgate,Tennessee,Tennessee,13.0,-20.32,-13.99,-0.1519999999999999,-265.0,0.0
2019,R32,Virginia,Oklahoma,Virginia,-8.0,10.16,-2.0600000000000005,0.3330000000000001,477.0,1.0
2019,R32,Oklahoma,Virginia,Virginia,8.0,-10.16,2.0600000000000005,-0.3330000000000001,-477.0,0.0
2019,R32,Oregon,UC Irvine,Oregon,-1.0,8.25,8.43,-0.17999999999999994,-25.0,1.0
2019,R32,UC Irvine,Oregon,Oregon,1.0,-8.25,-8.43,0.17999999999999994,25.0,0.0
2019,R32,Villanova,Purdue,Purdue,3.0,-7.0699999999999985,-4.0200000000000005,0.0,-110.0,0.0
2019,R32,Purdue,Villanova,Purdue,-3.0,7.0699999999999985,4.0200000000000005,-0.0,110.0,1.0
2019,R32,Iowa,Tennessee,Tennessee,8.0,-7.280000000000001,-0.3200000000000003,-0.18099999999999994,-300.0,0.0
2019,R32,Tennessee,Iowa,Tennessee,-8.0,7.280000000000001,0.3200000000000003,0.18099999999999994,300.0,1.0
2019,S16,Virginia,Oregon,Virginia,-11.0,11.510000000000002,4.0200000000000005,0.263,285.0,1.0
2019,S16,Oregon,Virginia,Virginia,11.0,-11.510000000000002,-4.0200000000000005,-0.263,-285.0,0.0
2019,S16,Purdue,Tennessee,Purdue,1.0,-0.15000000000000213,1.83,-0.11599999999999999,-116.0,1.0
2019,S16,Tennessee,Purdue,Purdue,-1.0,0.15000000000000213,-1.83,0.11599999999999999,116.0,0.0
2019,E8,Virginia,Purdue,Virginia,-2.0,4.060000000000002,-1.8399999999999999,0.19900000000000007,243.0,1.0
2019,E8,Purdue,Virginia,Virginia,2.0,-4.060000000000002,1.8399999999999999,-0.19900000000000007,-243.0,0.0
2019,R64,Gonzaga,FDU,Gonzaga,-15.0,33.879999999999995,12.25,0.29200000000000004,738.0,1.0
2019,R64,FDU,Gonzaga,Gonzaga,15.0,-33.879999999999995,-12.25,-0.29200000000000004,-738.0,0.0
2019,R64,Syracuse,Baylor,Baylor,-1.0,0.34999999999999964,0.8300000000000001,0.0,-16.0,0.0
2019,R64,Baylor,Syracuse,Baylor,1.0,-0.34999999999999964,-0.8300000000000001,-0.0,16.0,1.0
2019,R64,Marquette,Murray State,Murray State,-7.0,5.8199999999999985,10.07,-0.14200000000000002,-206.0,0.0
2019,R64,Murray State,Marquette,Murray State,7.0,-5.8199999999999985,-10.07,0.14200000000000002,206.0,1.0
2019,R64,Florida State,Vermont,Florida State,-9.0,13.11,14.44,-0.010000000000000009,-79.0,1.0
2019,R64,Vermont,Florida State,Florida State,9.0,-13.11,-14.44,0.010000000000000009,79.0,0.0
2019,R64,Buffalo,Arizona State,Buffalo,-5.0,5.280000000000001,-3.42,0.21299999999999997,343.0,1.0
2019,R64,Arizona State,Buffalo,Buffalo,5.0,-5.280000000000001,3.42,-0.21299999999999997,-343.0,0.0
2019,R64,Texas Tech,Northern Kentucky,Texas Tech,-11.0,18.119999999999997,11.92,0.07299999999999995,167.0,1.0
2019,R64,Northern Kentucky,Texas Tech,Texas Tech,11.0,-18.119999999999997,-11.92,-0.07299999999999995,-167.0,0.0
2019,R64,Nevada,Florida,Florida,-3.0,0.5800000000000001,-8.540000000000001,0.29699999999999993,302.0,0.0
2019,R64,Florida,Nevada,Florida,3.0,-0.5800000000000001,8.540000000000001,-0.29699999999999993,-302.0,1.0
2019,R64,Michigan,Montana,Michigan,-13.0,20.32,15.600000000000001,0.06800000000000006,149.0,1.0
2019,R64,Montana,Michigan,Michigan,13.0,-20.32,-15.600000000000001,-0.06800000000000006,-149.0,0.0
2019,R32,Gonzaga,Baylor,Gonzaga,-8.0,14.409999999999998,-4.25,0.30400000000000005,703.0,1.0
2019,R32,Baylor,Gonzaga,Gonzaga,8.0,-14.409999999999998,4.25,-0.30400000000000005,-703.0,0.0
2019,R32,Murray State,Florida State,Florida State,8.0,-9.029999999999998,-13.37,0.06399999999999995,186.0,0.0
2019,R32,Florida State,Murray State,Florida State,-8.0,9.029999999999998,13.37,-0.06399999999999995,-186.0,1.0
2019,R32,Buffalo,Texas Tech,Texas Tech,3.0,-7.229999999999999,-6.909999999999999,0.07300000000000006,-17.0,0.0
2019,R32,Texas Tech,Buffalo,Texas Tech,-3.0,7.229999999999999,6.909999999999999,-0.07300000000000006,17.0,1.0
2019,R32,Florida,Michigan,Michigan,8.0,-6.4,0.6699999999999999,-0.255,-266.0,0.0
2019,R32,Michigan,Florida,Michigan,-8.0,6.4,-0.6699999999999999,0.255,266.0,1.0
2019,S16,Gonzaga,Florida State,Gonzaga,-3.0,9.8,-5.25,0.10799999999999998,557.0,1.0
2019,S16,Florida State,Gonzaga,Gonzaga,3.0,-9.8,5.25,-0.10799999999999998,-557.0,0.0
2019,S16,Texas Tech,Michigan,Texas Tech,1.0,0.9699999999999989,-1.0200000000000014,0.004999999999999893,87.0,1.0
2019,S16,Michigan,Texas Tech,Texas Tech,-1.0,-0.9699999999999989,1.0200000000000014,-0.004999999999999893,-87.0,0.0
2019,E8,Gonzaga,Texas Tech,Texas Tech,-2.0,5.0,-4.52,0.07600000000000007,339.0,0.0
2019,E8,Texas Tech,Gonzaga,Texas Tech,2.0,-5.0,4.52,-0.07600000000000007,-339.0,1.0
2019,F4,Michigan State,Texas Tech,Texas Tech,-1.0,2.1400000000000006,2.8100000000000005,0.0050000000000000044,-13.0,0.0
2019,F4,Texas Tech,Michigan State,Texas Tech,1.0,-2.1400000000000006,-2.8100000000000005,-0.0050000000000000044,13.0,1.0
2019,F4,Auburn,Virginia,Virginia,4.0,-4.620000000000001,0.7699999999999996,-0.17100000000000004,-144.0,0.0
2019,F4,Virginia,Auburn,Virginia,-4.0,4.620000000000001,-0.7699999999999996,0.17100000000000004,144.0,1.0
2019,NCG,Texas Tech,Virginia,Virginia,2.0,-2.6700000000000017,-0.620000000000001,-0.1050000000000001,-78.0,0.0
2019,NCG,Virginia,Texas Tech,Virginia,-2.0,2.6700000000000017,0.620000000000001,0.1050000000000001,78.0,1.0
2021,R64,Michigan,Texas Southern,Michigan,-15.0,28.15,20.28,0.16699999999999993,186.0,1.0
2021,R64,Texas Southern,Michigan,Michigan,15.0,-28.15,-20.28,-0.16699999999999993,-186.0,0.0
2021,R64,LSU,St. Bonaventure,LSU,-1.0,2.26,4.65,-0.10699999999999998,2.0,1.0
2021,R64,St. Bonaventure,LSU,LSU,1.0,-2.26,-4.65,0.10699999999999998,-2.0,0.0
2021,R64,Colorado,Georgetown,Colorado,-7.0,8.749999999999998,-0.7899999999999991,0.21899999999999997,304.0,1.0
2021,R64,Georgetown,Colorado,Colorado,7.0,-8.749999999999998,0.7899999999999991,-0.21899999999999997,-304.0,0.0
2021,R64,Florida State,UNC Greensboro,Florida State,-9.0,13.64,11.31,0.020000000000000018,30.0,1.0
2021,R64,UNC Greensboro,Florida State,Florida State,9.0,-13.64,-11.31,-0.020000000000000018,-30.0,0.0
2021,R64,BYU,UCLA,UCLA,-5.0,-1.1100000000000012,-4.109999999999999,0.05300000000000005,97.0,0.0
2021,R64,UCLA,BYU,UCLA,5.0,1.1100000000000012,4.109999999999999,-0.05300000000000005,-97.0,1.0
2021,R64,Texas,Abilene Christian,Abilene Christian,-11.0,9.24,15.73,-0.124,-277.0,0.0
2021,R64,Abilene Christian,Texas,Abilene Christian,11.0,-9.24,-15.73,0.124,277.0,1.0
2021,R64,UConn,Maryland,Maryland,-3.0,1.83,-3.380000000000001,0.10399999999999998,64.0,0.0
2021,R64,Maryland,UConn,Maryland,3.0,-1.83,3.380000000000001,-0.10399999999999998,-64.0,1.0
2021,R64,Alabama,Iona,Alabama,-13.0,20.779999999999998,16.43,0.121,222.0,1.0
2021,R64,Iona,Alabama,Alabama,13.0,-20.779999999999998,-16.43,-0.121,-222.0,0.0
2021,R32,Michigan,LSU,Michigan,-7.0,6.300000000000001,2.1099999999999994,0.16599999999999993,111.0,1.0
2021,R32,LSU,Michigan,Michigan,7.0,-6.300000000000001,-2.1099999999999994,-0.16599999999999993,-111.0,0.0
2021,R32,Colorado,Florida State,Florida State,1.0,1.759999999999998,0.41000000000000014,-0.0010000000000000009,99.0,0.0
2021,R32,Florida State,Colorado,Florida State,-1.0,-1.759999999999998,-0.41000000000000014,0.0010000000000000009,-99.0,1.0
2021,R32,UCLA,Abilene Christian,UCLA,-3.0,10.030000000000001,17.71,-0.14,-284.0,1.0
2021,R32,Abilene Christian,UCLA,UCLA,3.0,-10.030000000000001,-17.71,0.14,284.0,0.0
2021,R32,Maryland,Alabama,Alabama,8.0,-5.639999999999999,1.9600000000000009,-0.24,-215.0,0.0
2021,R32,Alabama,Maryland,Alabama,-8.0,5.639999999999999,-1.9600000000000009,0.24,215.0,1.0
2021,S16,Michigan,Florida State,Michigan,-3.0,4.879999999999999,2.09,0.10099999999999998,102.0,1.0
2021,S16,Florida State,Michigan,Michigan,3.0,-4.879999999999999,-2.09,-0.10099999999999998,-102.0,0.0
2021,S16,UCLA,Alabama,UCLA,9.0,-3.2799999999999976,1.33,-0.10000000000000009,-157.0,1.0
2021,S16,Alabama,UCLA,UCLA,-9.0,3.2799999999999976,-1.33,0.10000000000000009,157.0,0.0
2021,E8,Michigan,UCLA,UCLA,-10.0,5.699999999999999,-0.08999999999999986,0.133,142.0,0.0
2021,E8,UCLA,Michigan,UCLA,10.0,-5.699999999999999,0.08999999999999986,-0.133,-142.0,1.0
2021,R64,Illinois,Drexel,Illinois,-15.0,24.22,15.26,0.17400000000000004,310.0,1.0
2021,R64,Drexel,Illinois,Illinois,15.0,-24.22,-15.26,-0.17400000000000004,-310.0,0.0
2021,R64,Loyola (IL),Georgia Tech,Loyola (IL),-1.0,2.33,-6.54,0.18499999999999994,337.0,1.0
